reddID,stream,year,date,prs,size,clusterID,clust,doy,supbin,meddate,reldoy,dum,yearid,streamid
UR001,upper,2021,2021-06-09,1,1.4765788906825117,UCL001,1,160,1,177,-17,4,2,2
UR004,upper,2021,2021-06-05,0.5,2.080220400359092,UCL006,1,156,1,177,-21,4,2,2
UR005,upper,2021,2021-06-05,1,1.7804487461748961,UCL019,1,156,1,177,-21,4,2,2
UR006,upper,2021,2021-06-16,0.8,-Inf,UCL004,1,167,1,177,-10,4,2,2
UR007,upper,2021,2021-06-12,0.2,-Inf,UCL002,1,163,1,177,-14,4,2,2
UR008,upper,2021,2021-06-12,0.1,-Inf,UCL003,1,163,1,177,-14,4,2,2
UR009,upper,2021,2021-06-19,0.1,1.0281704132806841,UCL009,1,170,1,177,-7,4,2,2
UR010,upper,2021,2021-06-12,0.7,1.9891325709042287,UCL023,1,163,1,177,-14,4,2,2
UR011,upper,2021,2021-06-12,0.9,1.3764744379750864,UCL001,1,163,1,177,-14,4,2,2
UR014,upper,2021,2021-06-16,0,-Inf,UCL002,1,167,0,177,-10,4,2,2
UR015,upper,2021,2021-06-19,0,-Inf,UCL003,1,170,0,177,-7,4,2,2
UR017,upper,2021,2021-06-16,0.2,0.9445321958029782,UCL011,1,167,1,177,-10,4,2,2
UR018,upper,2021,2021-06-23,0.4,0.9086909133504271,UCL004,1,174,1,177,-3,4,2,2
UR019,upper,2021,2021-06-19,0.9,0.9077822486800997,UCL013,1,170,1,177,-7,4,2,2
UR020,upper,2021,2021-06-16,0.5,0.93777777159776,UCL014,1,167,1,177,-10,4,2,2
UR021,upper,2021,2021-06-16,0,1.0386785360334234,NA,0,167,0,177,-10,4,2,2
UR022,upper,2021,2021-06-16,0,1.4907033777015095,NA,0,167,0,177,-10,4,2,2
UR023,upper,2021,2021-06-16,0.1,1.5540226823081305,UCL007,1,167,1,177,-10,4,2,2
UR024,upper,2021,2021-06-16,0.2,1.111792418121604,UCL026,1,167,1,177,-10,4,2,2
UR025,upper,2021,2021-06-16,0.4,0.897122660787576,UCL021,1,167,1,177,-10,4,2,2
UR026,upper,2021,2021-06-16,0.9,1.1977935170136242,UCL016,1,167,1,177,-10,4,2,2
UR027,upper,2021,2021-06-16,0.2,1.2885179184508706,UCL028,1,167,1,177,-10,4,2,2
UR028,upper,2021,2021-06-16,0.7,1.2800088705896897,UCL008,1,167,1,177,-10,4,2,2
UR029,upper,2021,2021-06-19,0,0.7887377142387281,UCL001,1,170,0,177,-7,4,2,2
UR030,upper,2021,2021-06-19,0.6,1.3330352326150854,UCL005,1,170,1,177,-7,4,2,2
UR031,upper,2021,2021-06-23,1,0.7723838319510983,UCL004,1,174,1,177,-3,4,2,2
UR032,upper,2021,2021-06-23,0.3,0.8870857769328752,UCL004,1,174,1,177,-3,4,2,2
UR034,upper,2021,2021-06-19,0.8,0.7777379133104452,UCL012,1,170,1,177,-7,4,2,2
UR035,upper,2021,2021-06-23,0,0.7801913205371671,NA,0,174,0,177,-3,4,2,2
UR036,upper,2021,2021-06-23,0,0.7163046367272052,NA,0,174,0,177,-3,4,2,2
UR037,upper,2021,2021-06-19,0.8,0.996209628597215,UCL006B,1,170,1,177,-7,4,2,2
UR038,upper,2021,2021-06-19,1,1.0943752518143706,UCL006,1,170,1,177,-7,4,2,2
UR039,upper,2021,2021-06-19,0.2,1.1180206570994407,UCL006,1,170,1,177,-7,4,2,2
UR040,upper,2021,2021-06-19,0,-Inf,NA,0,170,0,177,-7,4,2,2
UR041,upper,2021,2021-06-19,0,1.0161594358735984,NA,0,170,0,177,-7,4,2,2
UR042,upper,2021,2021-06-23,0,0.7367908488697226,NA,0,174,0,177,-3,4,2,2
UR043,upper,2021,2021-06-19,0.8,1.196145253301717,UCL024,1,170,1,177,-7,4,2,2
UR044,upper,2021,2021-06-19,0.4,-Inf,UCL019,1,170,1,177,-7,4,2,2
UR045,upper,2021,2021-06-19,0.1,2.103656303049733,UCL019,1,170,1,177,-7,4,2,2
UR046,upper,2021,2021-06-19,0,1.2692464554677412,NA,0,170,0,177,-7,4,2,2
UR047,upper,2021,2021-06-19,0.4,1.2080833053853584,UCL007,1,170,1,177,-7,4,2,2
UR048,upper,2021,2021-06-19,1,1.2683874380548108,UCL015,1,170,1,177,-7,4,2,2
UR049,upper,2021,2021-06-19,0.5,-Inf,UCL017,1,170,1,177,-7,4,2,2
UR050,upper,2021,2021-06-19,0.7,0.8632628527376205,UCL008,1,170,1,177,-7,4,2,2
UR051,upper,2021,2021-06-19,0,0.6518639475621464,NA,0,170,0,177,-7,4,2,2
UR052,upper,2021,2021-06-23,0,-Inf,NA,0,174,0,177,-3,4,2,2
UR053,upper,2021,2021-06-26,0,0.5090472086141442,UCL009,1,177,0,177,0,4,2,2
UR054,upper,2021,2021-06-23,0,0.6676208641614043,NA,0,174,0,177,-3,4,2,2
UR055,upper,2021,2021-06-23,0.3,0.8632815256578105,UCL001,1,174,1,177,-3,4,2,2
UR056,upper,2021,2021-06-23,0,0.77573391785208,UCL005,1,174,0,177,-3,4,2,2
UR057,upper,2021,2021-06-23,0.4,0.6264001405051942,UCL018,1,174,1,177,-3,4,2,2
UR058,upper,2021,2021-06-26,1,-Inf,UCL004,1,177,1,177,0,4,2,2
UR059,upper,2021,2021-06-23,0.7,0.6852898625544435,UCL004,1,174,1,177,-3,4,2,2
UR060,upper,2021,2021-06-23,0.3,1.6033407664026833,UCL004,1,174,1,177,-3,4,2,2
UR061,upper,2021,2021-06-23,0.2,-Inf,UCL010,1,174,1,177,-3,4,2,2
UR062,upper,2021,2021-06-23,0.2,-Inf,UCL010,1,174,1,177,-3,4,2,2
UR063,upper,2021,2021-06-23,0.5,0.9615682705194417,UCL029,1,174,1,177,-3,4,2,2
UR064,upper,2021,2021-06-23,0,-Inf,UCL011,1,174,0,177,-3,4,2,2
UR065,upper,2021,2021-06-23,0.2,0.5148211152568171,UCL012,1,174,1,177,-3,4,2,2
UR066,upper,2021,2021-07-02,0,0.8118023664722128,NA,0,183,0,177,6,4,2,2
UR067,upper,2021,2021-06-23,0,1.0773007588263,NA,0,174,0,177,-3,4,2,2
UR068,upper,2021,2021-06-23,1,0.5634855209763399,UCL013,1,174,1,177,-3,4,2,2
UR069,upper,2021,2021-06-23,0,0.7874507967661732,UCL014,1,174,0,177,-3,4,2,2
UR070,upper,2021,2021-06-23,0,0.7924266253232928,NA,0,174,0,177,-3,4,2,2
UR071,upper,2021,2021-06-23,0,0.6377183273395549,NA,0,174,0,177,-3,4,2,2
UR072,upper,2021,2021-06-23,0.3,0.7470179315567641,UCL007,1,174,1,177,-3,4,2,2
UR073,upper,2021,2021-06-23,0.1,1.204569074422436,UCL007,1,174,1,177,-3,4,2,2
UR074,upper,2021,2021-06-23,0.7,1.0396203199034122,UCL015,1,174,1,177,-3,4,2,2
UR075,upper,2021,2021-06-23,0.2,1.0214269026403071,UCL027,1,174,1,177,-3,4,2,2
UR077,upper,2021,2021-06-23,0,0.5949310339972688,NA,0,174,0,177,-3,4,2,2
UR078,upper,2021,2021-06-26,0.5,-Inf,UCL016,1,177,1,177,0,4,2,2
UR079,upper,2021,2021-06-23,0,1.0797379534162355,NA,0,174,0,177,-3,4,2,2
UR080,upper,2021,2021-06-23,0.2,1.8866581713532278,UCL017,1,174,1,177,-3,4,2,2
UR081,upper,2021,2021-06-23,0,0.591759854858648,NA,0,174,0,177,-3,4,2,2
UR084,upper,2021,2021-07-02,0,0.8680900549434978,NA,0,183,0,177,6,4,2,2
UR086,upper,2021,2021-06-26,0.8,0.8239228580328457,UCL031,1,177,1,177,0,4,2,2
UR087,upper,2021,2021-06-26,0.3,0.8000171673805324,UCL001,1,177,1,177,0,4,2,2
UR088,upper,2021,2021-06-26,0,1.5260836408947747,UCL001,1,177,0,177,0,4,2,2
UR089,upper,2021,2021-06-26,0,0.9004121858663198,NA,0,177,0,177,0,4,2,2
UR090,upper,2021,2021-06-26,0.1,0.811989032589923,UCL018,1,177,1,177,0,4,2,2
UR091,upper,2021,2021-06-26,0,0.8665488451017336,UCL018,1,177,0,177,0,4,2,2
UR093,upper,2021,2021-06-26,0.4,0.5974400814794218,UCL004,1,177,1,177,0,4,2,2
UR094,upper,2021,2021-06-26,0.3,0.8625366275442845,UCL004,1,177,1,177,0,4,2,2
UR095,upper,2021,2021-06-26,1,0.44444098653496833,UCL004,1,177,1,177,0,4,2,2
UR096,upper,2021,2021-06-26,0.4,1.0876461874534646,UCL006B,1,177,1,177,0,4,2,2
UR097,upper,2021,2021-06-26,0.3,0.9432332923343554,UCL006B,1,177,1,177,0,4,2,2
UR098,upper,2021,2021-06-26,0.1,0.8103844231373787,UCL006,1,177,1,177,0,4,2,2
UR099,upper,2021,2021-06-29,0.9,-Inf,UCL013,1,180,1,177,3,4,2,2
UR100,upper,2021,2021-06-26,0,1.0342095258574073,NA,0,177,0,177,0,4,2,2
UR101,upper,2021,2021-06-26,0,0.7684955748266673,NA,0,177,0,177,0,4,2,2
UR102,upper,2021,2021-06-26,0,0.9364003283127976,NA,0,177,0,177,0,4,2,2
UR103,upper,2021,2021-06-26,0.6,1.01778379067756,UCL019,1,177,1,177,0,4,2,2
UR104,upper,2021,2021-06-26,0,0.738068619134752,UCL019,1,177,0,177,0,4,2,2
UR105,upper,2021,2021-06-29,0,-Inf,UCL007,1,180,0,177,3,4,2,2
UR106,upper,2021,2021-06-26,0,1.085799965553867,NA,0,177,0,177,0,4,2,2
UR107,upper,2021,2021-06-26,0,0.8267629713432325,NA,0,177,0,177,0,4,2,2
UR108,upper,2021,2021-06-26,0,0.9978353712533528,NA,0,177,0,177,0,4,2,2
UR109,upper,2021,2021-06-26,0,0.9618599087290309,NA,0,177,0,177,0,4,2,2
UR110,upper,2021,2021-06-26,1,0.805332515047323,UCL015,1,177,1,177,0,4,2,2
UR111,upper,2021,2021-06-26,0,0.8075485364677106,NA,0,177,0,177,0,4,2,2
UR112,upper,2021,2021-06-26,0,0.6624668227680118,NA,0,177,0,177,0,4,2,2
UR113,upper,2021,2021-06-26,0.2,-Inf,UCL020,1,177,1,177,0,4,2,2
UR114,upper,2021,2021-06-26,0,0.9974571184511254,UCL020,1,177,0,177,0,4,2,2
UR115,upper,2021,2021-06-26,0,0.6758354981086433,UCL021,1,177,0,177,0,4,2,2
UR117,upper,2021,2021-06-26,0,0.5451223441583991,NA,0,177,0,177,0,4,2,2
UR118,upper,2021,2021-06-26,0,0.8274638366922562,NA,0,177,0,177,0,4,2,2
UR119,upper,2021,2021-06-26,0,0.9982727970256418,UCL016,1,177,0,177,0,4,2,2
UR120,upper,2021,2021-06-26,0,1.0511142592906424,UCL017,1,177,0,177,0,4,2,2
UR121,upper,2021,2021-06-29,0.3,-Inf,UCL008,1,180,1,177,3,4,2,2
UR122,upper,2021,2021-06-26,0,0.5709619437341752,NA,0,177,0,177,0,4,2,2
UR123,upper,2021,2021-06-26,0.2,1.2528122670064563,UCL032,1,177,1,177,0,4,2,2
UR124,upper,2021,2021-07-02,0,0.46684174075467044,UCL022,1,183,0,177,6,4,2,2
UR125,upper,2021,2021-06-29,0,0.5893631603185843,UCL023,1,180,0,177,3,4,2,2
UR126,upper,2021,2021-06-29,0,0.2750330629735422,UCL006,1,180,0,177,3,4,2,2
UR127,upper,2021,2021-06-29,0.1,0.7260816137198017,UCL013,1,180,1,177,3,4,2,2
UR128,upper,2021,2021-06-29,0,0.7205355671707987,NA,0,180,0,177,3,4,2,2
UR129,upper,2021,2021-06-29,0,0.5898537660629007,NA,0,180,0,177,3,4,2,2
UR131,upper,2021,2021-06-29,0.2,1.029221017378132,UCL024,1,180,1,177,3,4,2,2
UR132,upper,2021,2021-06-29,0,0.6375165210162851,UCL024,1,180,0,177,3,4,2,2
UR133,upper,2021,2021-07-02,0,0.6853219093228776,NA,0,183,0,177,6,4,2,2
UR134,upper,2021,2021-06-29,0.5,0.8857608196938521,UCL030,1,180,1,177,3,4,2,2
UR135,upper,2021,2021-06-29,0.4,1.009145104806276,UCL015,1,180,1,177,3,4,2,2
UR137,upper,2021,2021-06-29,0,0.8022930556970698,NA,0,180,0,177,3,4,2,2
UR138,upper,2021,2021-06-29,0.2,-Inf,UCL025,1,180,1,177,3,4,2,2
UR139,upper,2021,2021-06-29,0,0.34987059438047824,UCL025,1,180,0,177,3,4,2,2
UR141,upper,2021,2021-06-29,0,0.7968882546490987,UCL026,1,180,0,177,3,4,2,2
UR142,upper,2021,2021-06-29,0,0.9022161413587304,UCL027,1,180,0,177,3,4,2,2
UR144,upper,2021,2021-06-29,0,0.5598388762989621,NA,0,180,0,177,3,4,2,2
UR145,upper,2021,2021-06-29,0,0.7262260134303251,UCL028,1,180,0,177,3,4,2,2
UR146,upper,2021,2021-06-29,0,0.8243983235716028,NA,0,180,0,177,3,4,2,2
UR147,upper,2021,2021-06-29,0,0.7343663342019431,UCL008,1,180,0,177,3,4,2,2
UR148,upper,2021,2021-06-29,0,0.7043472177972859,UCL008,1,180,0,177,3,4,2,2
UR149,upper,2021,2021-07-02,0,0.3928850538903463,NA,0,183,0,177,6,4,2,2
UR150,upper,2021,2021-07-02,0,1.5477733101267004,NA,0,183,0,177,6,4,2,2
UR151,upper,2021,2021-07-02,0,0.5089771220792418,NA,0,183,0,177,6,4,2,2
UR152,upper,2021,2021-07-02,0,1.373453651545023,UCL023,1,183,0,177,6,4,2,2
UR153,upper,2021,2021-07-02,0,0.6087075486251582,UCL029,1,183,0,177,6,4,2,2
UR154,upper,2021,2021-07-02,0,1.385820676119516,UCL004,1,183,0,177,6,4,2,2
UR155,upper,2021,2021-07-02,0,0.8796329476620368,NA,0,183,0,177,6,4,2,2
UR157,upper,2021,2021-07-06,0,0.7239483587564726,NA,0,187,0,177,10,4,2,2
UR159,upper,2021,2021-07-02,0,1.199010726456416,UCL019,1,183,0,177,6,4,2,2
UR160,upper,2021,2021-07-02,0,0.8573596865899835,UCL030,1,183,0,177,6,4,2,2
UR161,upper,2021,2021-07-02,0,1.2472426269704566,UCL015,1,183,0,177,6,4,2,2
UR162,upper,2021,2021-07-02,0,0.6284210425264342,UCL015,1,183,0,177,6,4,2,2
UR163,upper,2021,2021-07-02,0,0.6262793342816676,NA,0,183,0,177,6,4,2,2
UR164,upper,2021,2021-07-06,0,0.5467885868644085,NA,0,187,0,177,10,4,2,2
UR165,upper,2021,2021-07-06,0,0.8227303145082782,UCL031,1,187,0,177,10,4,2,2
UR166,upper,2021,2021-07-06,0,0.5720252277537787,UCL005,1,187,0,177,10,4,2,2
UR167,upper,2021,2021-07-06,0,0.7098027385338812,UCL018,1,187,0,177,10,4,2,2
UR168,upper,2021,2021-07-06,0,1.1167819990321066,UCL004,1,187,0,177,10,4,2,2
UR169,upper,2021,2021-07-06,0,0.7890469529372802,UCL004,1,187,0,177,10,4,2,2
UR170,upper,2021,2021-07-06,0,0.9671160834257599,UCL012,1,187,0,177,10,4,2,2
UR171,upper,2021,2021-07-06,0,0.900012799860499,UCL006B,1,187,0,177,10,4,2,2
UR172,upper,2021,2021-07-06,0,0.5304100386585547,UCL006B,1,187,0,177,10,4,2,2
UR173,upper,2021,2021-07-06,0,0.7546296068175973,UCL013,1,187,0,177,10,4,2,2
UR174,upper,2021,2021-07-06,0,0.8635625657235081,NA,0,187,0,177,10,4,2,2
UR175,upper,2021,2021-07-06,0,0.7260840740032052,NA,0,187,0,177,10,4,2,2
UR177,upper,2021,2021-07-14,0,0.532056914518286,UCL007,1,195,0,177,18,4,2,2
UR178,upper,2021,2021-07-14,0,0.654807960533185,UCL007,1,195,0,177,18,4,2,2
UR179,upper,2021,2021-07-14,0,0.41509668170893455,NA,0,195,0,177,18,4,2,2
UR180,upper,2021,2021-07-14,0,0.4962089451416128,UCL032,1,195,0,177,18,4,2,2
UR181,upper,2021,2021-07-14,0,0.6633881673604953,NA,0,195,0,177,18,4,2,2
